from_pkg	to_pkg	via
akonadi-calendar	samba	lib
akonadi-calendar	solid	lib
akonadi-calendar	sonnet	linked
akonadi-calendar	speex	lib
akonadi-calendar	syndication	lib
akonadi-calendar	syntax-highlighting	linked
akonadi-calendar	talloc	lib
akonadi-calendar	tevent	lib
akonadi-calendar	util-linux	lib
akonadi-calendar	wayland	lib
akonadi-calendar	xapian-core	lib
akonadi-calendar	xcb-util-keysyms	lib
akonadi-calendar	zint	lib
akonadi-calendar	zxing-cpp	lib
akonadi-contacts	aaa_glibc-solibs	linked
akonadi-contacts	aaa_libraries	linked
akonadi-contacts	akonadi	linked
akonadi-contacts	attica	lib
akonadi-contacts	breeze-icons	lib
akonadi-contacts	brotli	lib
akonadi-contacts	cyrus-sasl	lib
akonadi-contacts	dbus	lib
akonadi-contacts	duktape	lib
akonadi-contacts	e2fsprogs	lib
akonadi-contacts	flac	lib
akonadi-contacts	fontconfig	lib
akonadi-contacts	freetype	lib
akonadi-contacts	glib2	lib
akonadi-contacts	grantleetheme	linked
akonadi-contacts	graphite2	lib
akonadi-contacts	harfbuzz	lib
akonadi-contacts	icu4c	lib
akonadi-contacts	karchive	lib
akonadi-contacts	kcodecs	linked
akonadi-contacts	kcolorscheme	linked
akonadi-contacts	kcompletion	linked
akonadi-contacts	kconfig	linked
akonadi-contacts	kconfigwidgets	linked
akonadi-contacts	kcontacts	linked
akonadi-contacts	kcoreaddons	linked
akonadi-contacts	kcrash	lib
akonadi-contacts	kglobalaccel	lib
akonadi-contacts	kguiaddons	linked
akonadi-contacts	ki18n	linked
akonadi-contacts	kiconthemes	linked
akonadi-contacts	kio	linked
akonadi-contacts	kitemmodels	linked
akonadi-contacts	kitemviews	lib
akonadi-contacts	kjobwidgets	linked
akonadi-contacts	kmime	linked
akonadi-contacts	knewstuff	lib
akonadi-contacts	knotifications	lib
akonadi-contacts	kpackage	lib
akonadi-contacts	kservice	linked
akonadi-contacts	ktextaddons	linked
akonadi-contacts	ktexttemplate	linked
akonadi-contacts	ktextwidgets	linked
akonadi-contacts	kwidgetsaddons	linked
akonadi-contacts	kwindowsystem	lib
akonadi-contacts	kxmlgui	linked
akonadi-contacts	lame	lib
akonadi-contacts	libX11	lib
akonadi-contacts	libXau	lib
akonadi-contacts	libXdmcp	lib
akonadi-contacts	libXext	lib
akonadi-contacts	libXfixes	lib
akonadi-contacts	libasyncns	lib
akonadi-contacts	libcanberra	lib
akonadi-contacts	libdmtx	lib
akonadi-contacts	libglvnd	linked
akonadi-contacts	libimobiledevice	lib
akonadi-contacts	libimobiledevice-glue	lib
akonadi-contacts	libogg	lib
akonadi-contacts	libplist	lib
akonadi-contacts	libproxy	lib
akonadi-contacts	libsndfile	lib
akonadi-contacts	liburing	lib
akonadi-contacts	libusbmuxd	lib
akonadi-contacts	libvorbis	lib
akonadi-contacts	libxcb	lib
akonadi-contacts	mpg123	lib
akonadi-contacts	nghttp2	lib
akonadi-contacts	nghttp3	lib
akonadi-contacts	ngtcp2	lib
akonadi-contacts	openssl	lib
akonadi-contacts	openssl-solibs	lib
akonadi-contacts	opus	lib
akonadi-contacts	pcre2	lib
akonadi-contacts	prison	linked
akonadi-contacts	pulseaudio	lib
akonadi-contacts	qrencode	lib
akonadi-contacts	qt6	linked
akonadi-contacts	solid	lib
akonadi-contacts	sonnet	linked
akonadi-contacts	syndication	lib
akonadi-contacts	syntax-highlighting	linked
akonadi-contacts	util-linux	lib
akonadi-contacts	wayland	lib
akonadi-contacts	xcb-util-keysyms	lib
akonadi-contacts	zint	lib
akonadi-contacts	zxing-cpp	lib
akonadi-import-wizard	aaa_glibc-solibs	linked
akonadi-import-wizard	aaa_libraries	linked
akonadi-import-wizard	akonadi	linked
akonadi-import-wizard	akonadi-contacts	linked
akonadi-import-wizard	akonadi-mime	linked
akonadi-import-wizard	akonadi-search	lib
akonadi-import-wizard	aom	lib
akonadi-import-wizard	attica	lib
akonadi-import-wizard	breeze-icons	lib
akonadi-import-wizard	brotli	lib
akonadi-import-wizard	cairo	lib
akonadi-import-wizard	cyrus-sasl	lib
akonadi-import-wizard	dav1d	lib
akonadi-import-wizard	db48	lib
akonadi-import-wizard	dbus	lib
akonadi-import-wizard	duktape	lib
akonadi-import-wizard	e2fsprogs	lib
akonadi-import-wizard	ffmpeg	lib
akonadi-import-wizard	flac	lib
akonadi-import-wizard	fontconfig	lib
akonadi-import-wizard	freetype	lib
akonadi-import-wizard	fribidi	lib
akonadi-import-wizard	gdk-pixbuf2	lib
akonadi-import-wizard	glib2	lib
akonadi-import-wizard	gnutls	lib
akonadi-import-wizard	gpgme	linked
akonadi-import-wizard	gpgmepp	linked
akonadi-import-wizard	grantleetheme	linked
akonadi-import-wizard	graphite2	lib
akonadi-import-wizard	harfbuzz	lib
akonadi-import-wizard	icu4c	lib
akonadi-import-wizard	jansson	lib
akonadi-import-wizard	karchive	linked
akonadi-import-wizard	kbookmarks	lib
akonadi-import-wizard	kcalendarcore	lib
akonadi-import-wizard	kcmutils	lib
akonadi-import-wizard	kcodecs	lib
akonadi-import-wizard	kcolorscheme	linked
akonadi-import-wizard	kcompletion	linked
akonadi-import-wizard	kconfig	linked
akonadi-import-wizard	kconfigwidgets	linked
akonadi-import-wizard	kcontacts	linked
akonadi-import-wizard	kcoreaddons	linked
akonadi-import-wizard	kcrash	linked
akonadi-import-wizard	kdbusaddons	linked
akonadi-import-wizard	kglobalaccel	lib
akonadi-import-wizard	kguiaddons	linked
akonadi-import-wizard	ki18n	linked
akonadi-import-wizard	kiconthemes	linked
akonadi-import-wizard	kidentitymanagement	linked
akonadi-import-wizard	kimap	linked
akonadi-import-wizard	kio	linked
akonadi-import-wizard	kitemmodels	linked
akonadi-import-wizard	kitemviews	lib
akonadi-import-wizard	kjobwidgets	lib
akonadi-import-wizard	kldap	lib
akonadi-import-wizard	kmailtransport	linked
akonadi-import-wizard	kmbox	lib
akonadi-import-wizard	kmime	linked
akonadi-import-wizard	knewstuff	lib
akonadi-import-wizard	knotifications	lib
akonadi-import-wizard	kpackage	lib
akonadi-import-wizard	kpimtextedit	linked
akonadi-import-wizard	kservice	linked
akonadi-import-wizard	ktextaddons	linked
akonadi-import-wizard	ktexttemplate	linked
akonadi-import-wizard	ktextwidgets	lib
akonadi-import-wizard	kwidgetsaddons	linked
akonadi-import-wizard	kwindowsystem	lib
akonadi-import-wizard	kxmlgui	linked
akonadi-import-wizard	lame	lib
akonadi-import-wizard	lcms2	lib
akonadi-import-wizard	libX11	lib
akonadi-import-wizard	libXau	lib
akonadi-import-wizard	libXcomposite	lib
akonadi-import-wizard	libXdamage	lib
akonadi-import-wizard	libXdmcp	lib
akonadi-import-wizard	libXext	lib
akonadi-import-wizard	libXfixes	lib
akonadi-import-wizard	libXi	lib
akonadi-import-wizard	libXrandr	lib
akonadi-import-wizard	libXrender	lib
akonadi-import-wizard	libXtst	lib
akonadi-import-wizard	libassuan	lib
akonadi-import-wizard	libasyncns	lib
akonadi-import-wizard	libbluray	lib
akonadi-import-wizard	libcanberra	lib
akonadi-import-wizard	libdeflate	lib
akonadi-import-wizard	libdmtx	lib
akonadi-import-wizard	libdrm	lib
akonadi-import-wizard	libgcrypt	lib
akonadi-import-wizard	libglvnd	linked
akonadi-import-wizard	libgravatar	lib
akonadi-import-wizard	libical	lib
akonadi-import-wizard	libimobiledevice	lib
akonadi-import-wizard	libimobiledevice-glue	lib
akonadi-import-wizard	libkdepim	linked
akonadi-import-wizard	libkleo	linked
akonadi-import-wizard	libogg	lib
akonadi-import-wizard	libplist	lib
akonadi-import-wizard	libproxy	lib
akonadi-import-wizard	librsvg	lib
akonadi-import-wizard	libsecret	lib
akonadi-import-wizard	libsndfile	lib
akonadi-import-wizard	libssh	lib
akonadi-import-wizard	libtheora	lib
akonadi-import-wizard	liburing	lib
akonadi-import-wizard	libusbmuxd	lib
akonadi-import-wizard	libva	lib
akonadi-import-wizard	libvdpau	lib
akonadi-import-wizard	libvorbis	lib
akonadi-import-wizard	libvpx	lib
akonadi-import-wizard	libwebp	lib
akonadi-import-wizard	libxcb	lib
akonadi-import-wizard	libxkbfile	lib
akonadi-import-wizard	libxml2	lib
akonadi-import-wizard	libxslt	lib
akonadi-import-wizard	mailcommon	linked
akonadi-import-wizard	mailimporter	linked
akonadi-import-wizard	mesa	lib
akonadi-import-wizard	messagelib	linked
akonadi-import-wizard	mozilla-nss	lib
akonadi-import-wizard	mpg123	lib
akonadi-import-wizard	nettle	lib
akonadi-import-wizard	nghttp2	lib
akonadi-import-wizard	nghttp3	lib
akonadi-import-wizard	ngtcp2	lib
akonadi-import-wizard	ocl-icd	lib
akonadi-import-wizard	openjpeg	lib
akonadi-import-wizard	openssl	lib
akonadi-import-wizard	openssl-solibs	lib
akonadi-import-wizard	opus	lib
akonadi-import-wizard	p11-kit	lib
akonadi-import-wizard	pango	lib
akonadi-import-wizard	pcre2	lib
akonadi-import-wizard	pimcommon	linked
akonadi-import-wizard	pixman	lib
akonadi-import-wizard	plasma-activities	lib
akonadi-import-wizard	prison	lib
akonadi-import-wizard	pulseaudio	lib
akonadi-import-wizard	purpose	lib
akonadi-import-wizard	qgpgme	linked
akonadi-import-wizard	qrencode	lib
akonadi-import-wizard	qt6	linked
akonadi-import-wizard	qtkeychain	linked
akonadi-import-wizard	samba	lib
akonadi-import-wizard	solid	lib
akonadi-import-wizard	sonnet	linked
akonadi-import-wizard	speex	lib
akonadi-import-wizard	syndication	lib
akonadi-import-wizard	syntax-highlighting	linked
akonadi-import-wizard	talloc	lib
akonadi-import-wizard	tevent	lib
akonadi-import-wizard	util-linux	lib
akonadi-import-wizard	wayland	lib
akonadi-import-wizard	xapian-core	lib
akonadi-import-wizard	xcb-util-keysyms	lib
akonadi-import-wizard	zint	lib
akonadi-import-wizard	zxing-cpp	lib
akonadi-mime	aaa_glibc-solibs	linked
akonadi-mime	aaa_libraries	linked
akonadi-mime	akonadi	linked
akonadi-mime	breeze-icons	lib
akonadi-mime	brotli	lib
akonadi-mime	cyrus-sasl	lib
akonadi-mime	dbus	lib
akonadi-mime	duktape	lib
akonadi-mime	e2fsprogs	lib
akonadi-mime	fontconfig	lib
akonadi-mime	freetype	lib
akonadi-mime	glib2	lib
akonadi-mime	graphite2	lib
akonadi-mime	harfbuzz	lib
akonadi-mime	icu4c	lib
akonadi-mime	karchive	lib
akonadi-mime	kcodecs	lib
akonadi-mime	kcolorscheme	linked
akonadi-mime	kconfig	linked
akonadi-mime	kconfigwidgets	linked
akonadi-mime	kcoreaddons	linked
akonadi-mime	kcrash	lib
akonadi-mime	kglobalaccel	lib
akonadi-mime	kguiaddons	linked
akonadi-mime	ki18n	linked
akonadi-mime	kiconthemes	lib
akonadi-mime	kio	linked
akonadi-mime	kitemmodels	linked
akonadi-mime	kitemviews	lib
akonadi-mime	kmime	linked
akonadi-mime	kservice	lib
akonadi-mime	kwidgetsaddons	linked
akonadi-mime	kxmlgui	linked
akonadi-mime	libX11	lib
akonadi-mime	libXau	lib
akonadi-mime	libXdmcp	lib
akonadi-mime	libXext	lib
akonadi-mime	libglvnd	linked
akonadi-mime	libproxy	lib
akonadi-mime	liburing	lib
akonadi-mime	libxcb	lib
akonadi-mime	nghttp2	lib
akonadi-mime	nghttp3	lib
akonadi-mime	ngtcp2	lib
akonadi-mime	openssl	lib
akonadi-mime	openssl-solibs	lib
akonadi-mime	pcre2	lib
akonadi-mime	qt6	linked
akonadi-mime	util-linux	lib
akonadi-mime	wayland	lib
akonadi-search	aaa_glibc-solibs	linked
akonadi-search	aaa_libraries	linked
akonadi-search	akonadi	linked
akonadi-search	akonadi-mime	linked
akonadi-search	breeze-icons	lib
akonadi-search	brotli	lib
akonadi-search	cyrus-sasl	lib
akonadi-search	db48	lib
akonadi-search	dbus	lib
akonadi-search	duktape	lib
akonadi-search	e2fsprogs	lib
akonadi-search	fontconfig	lib
akonadi-search	freetype	lib
akonadi-search	glib2	lib
akonadi-search	graphite2	lib
akonadi-search	harfbuzz	lib
akonadi-search	icu4c	lib
akonadi-search	karchive	lib
akonadi-search	kcalendarcore	linked
akonadi-search	kcmutils	linked
akonadi-search	kcodecs	linked
akonadi-search	kcolorscheme	linked
akonadi-search	kcompletion	linked
akonadi-search	kconfig	linked
akonadi-search	kconfigwidgets	linked
akonadi-search	kcontacts	linked
akonadi-search	kcoreaddons	linked
akonadi-search	kcrash	lib
akonadi-search	kglobalaccel	lib
akonadi-search	kguiaddons	lib
akonadi-search	ki18n	linked
akonadi-search	kiconthemes	lib
akonadi-search	kio	lib
akonadi-search	kitemmodels	linked
akonadi-search	kitemviews	lib
akonadi-search	kmime	linked
akonadi-search	krunner	linked
akonadi-search	kservice	lib
akonadi-search	ktextaddons	linked
akonadi-search	kwidgetsaddons	linked
akonadi-search	kwindowsystem	lib
akonadi-search	kxmlgui	lib
akonadi-search	libX11	lib
akonadi-search	libXau	lib
akonadi-search	libXdmcp	lib
akonadi-search	libXext	lib
akonadi-search	libXfixes	lib
akonadi-search	libglvnd	linked
akonadi-search	libical	lib
akonadi-search	libproxy	lib
akonadi-search	liburing	lib
akonadi-search	libxcb	lib
akonadi-search	nghttp2	lib
akonadi-search	nghttp3	lib
akonadi-search	ngtcp2	lib
akonadi-search	openssl	lib
akonadi-search	openssl-solibs	lib
akonadi-search	pcre2	lib
akonadi-search	qt6	linked
akonadi-search	syntax-highlighting	linked
akonadi-search	util-linux	lib
akonadi-search	wayland	lib
akonadi-search	xapian-core	linked
akonadi-search	xcb-util-keysyms	lib
akonadi	aaa_glibc-solibs	linked
akonadi	aaa_libraries	linked
akonadi	breeze-icons	lib
akonadi	brotli	lib
akonadi	cyrus-sasl	lib
akonadi	dbus	lib
akonadi	duktape	lib
akonadi	e2fsprogs	lib
akonadi	fontconfig	lib
akonadi	freetype	lib
akonadi	glib2	lib
akonadi	graphite2	lib
akonadi	harfbuzz	lib
akonadi	icu4c	lib
akonadi	karchive	lib
akonadi	kcodecs	lib
akonadi	kcolorscheme	linked
akonadi	kconfig	linked
akonadi	kconfigwidgets	linked
akonadi	kcoreaddons	linked
akonadi	kcrash	linked
akonadi	kglobalaccel	lib
akonadi	kguiaddons	linked
akonadi	ki18n	linked
akonadi	kiconthemes	linked
akonadi	kitemmodels	linked
akonadi	kitemviews	lib
akonadi	kwidgetsaddons	linked
akonadi	kxmlgui	linked
akonadi	libX11	lib
akonadi	libXau	lib
akonadi	libXdmcp	lib
akonadi	libXext	lib
akonadi	libglvnd	linked
akonadi	libproxy	lib
akonadi	liburing	lib
akonadi	libxcb	lib
akonadi	libxml2	linked
akonadi	nghttp2	lib
akonadi	nghttp3	lib
akonadi	ngtcp2	lib
akonadi	openssl	lib
akonadi	openssl-solibs	lib
akonadi	pcre2	lib
akonadi	qt6	linked
akonadi	util-linux	lib
akonadi	wayland	lib
akonadiconsole	aaa_glibc-solibs	linked
akonadiconsole	aaa_libraries	linked
akonadiconsole	akonadi	linked
akonadiconsole	akonadi-calendar	linked
akonadiconsole	akonadi-contacts	linked
akonadiconsole	akonadi-mime	linked
akonadiconsole	akonadi-search	linked
akonadiconsole	aom	lib
akonadiconsole	attica	lib
akonadiconsole	breeze-icons	lib
akonadiconsole	brotli	lib
akonadiconsole	cairo	lib
akonadiconsole	calendarsupport	linked
akonadiconsole	cyrus-sasl	lib
akonadiconsole	dav1d	lib
akonadiconsole	db48	lib
akonadiconsole	dbus	lib
akonadiconsole	duktape	lib
akonadiconsole	e2fsprogs	lib
akonadiconsole	ffmpeg	lib
akonadiconsole	flac	lib
akonadiconsole	fontconfig	lib
akonadiconsole	freetype	lib
akonadiconsole	fribidi	lib
akonadiconsole	gdk-pixbuf2	lib
akonadiconsole	glib2	lib
akonadiconsole	gnutls	lib
akonadiconsole	gpgme	linked
akonadiconsole	gpgmepp	linked
akonadiconsole	grantleetheme	linked
akonadiconsole	graphite2	lib
akonadiconsole	harfbuzz	lib
akonadiconsole	icu4c	lib
akonadiconsole	jansson	lib
akonadiconsole	karchive	lib
akonadiconsole	kbookmarks	lib
akonadiconsole	kcalendarcore	linked
akonadiconsole	kcalutils	lib
akonadiconsole	kcmutils	lib
akonadiconsole	kcodecs	lib
akonadiconsole	kcolorscheme	linked
akonadiconsole	kcompletion	linked
akonadiconsole	kconfig	linked
akonadiconsole	kconfigwidgets	linked
akonadiconsole	kcontacts	linked
akonadiconsole	kcoreaddons	linked
akonadiconsole	kcrash	linked
akonadiconsole	kdbusaddons	linked
akonadiconsole	kglobalaccel	lib
akonadiconsole	kguiaddons	linked
akonadiconsole	kholidays	lib
akonadiconsole	ki18n	linked
akonadiconsole	kiconthemes	lib
akonadiconsole	kidentitymanagement	linked
akonadiconsole	kimap	lib
akonadiconsole	kio	linked
akonadiconsole	kitemmodels	linked
akonadiconsole	kitemviews	linked
akonadiconsole	kjobwidgets	lib
akonadiconsole	kldap	lib
akonadiconsole	kmailtransport	lib
akonadiconsole	kmbox	lib
akonadiconsole	kmime	linked
akonadiconsole	knewstuff	lib
akonadiconsole	knotifications	lib
akonadiconsole	kpackage	lib
akonadiconsole	kpimtextedit	lib
akonadiconsole	kservice	linked
akonadiconsole	ktextaddons	linked
akonadiconsole	ktexttemplate	linked
akonadiconsole	ktextwidgets	linked
akonadiconsole	kwidgetsaddons	linked
akonadiconsole	kwindowsystem	lib
akonadiconsole	kxmlgui	linked
akonadiconsole	lame	lib
akonadiconsole	lcms2	lib
akonadiconsole	libX11	lib
akonadiconsole	libXau	lib
akonadiconsole	libXcomposite	lib
akonadiconsole	libXdamage	lib
akonadiconsole	libXdmcp	lib
akonadiconsole	libXext	lib
akonadiconsole	libXfixes	lib
akonadiconsole	libXi	lib
akonadiconsole	libXrandr	lib
akonadiconsole	libXrender	lib
akonadiconsole	libXtst	lib
akonadiconsole	libassuan	lib
akonadiconsole	libasyncns	lib
akonadiconsole	libbluray	lib
akonadiconsole	libcanberra	lib
akonadiconsole	libdeflate	lib
akonadiconsole	libdmtx	lib
akonadiconsole	libdrm	lib
akonadiconsole	libgcrypt	lib
akonadiconsole	libglvnd	linked
akonadiconsole	libgravatar	lib
akonadiconsole	libical	lib
akonadiconsole	libimobiledevice	lib
akonadiconsole	libimobiledevice-glue	lib
akonadiconsole	libkdepim	linked
akonadiconsole	libkleo	linked
akonadiconsole	libogg	lib
akonadiconsole	libplist	lib
akonadiconsole	libproxy	lib
akonadiconsole	librsvg	lib
akonadiconsole	libsecret	lib
akonadiconsole	libsndfile	lib
akonadiconsole	libssh	lib
akonadiconsole	libtheora	lib
akonadiconsole	liburing	lib
akonadiconsole	libusbmuxd	lib
akonadiconsole	libva	lib
akonadiconsole	libvdpau	lib
akonadiconsole	libvorbis	lib
akonadiconsole	libvpx	lib
akonadiconsole	libwebp	lib
akonadiconsole	libxcb	lib
akonadiconsole	libxkbfile	lib
akonadiconsole	libxml2	lib
akonadiconsole	libxslt	lib
akonadiconsole	mesa	lib
akonadiconsole	messagelib	linked
akonadiconsole	mozilla-nss	lib
akonadiconsole	mpg123	lib
akonadiconsole	nettle	lib
akonadiconsole	nghttp2	lib
akonadiconsole	nghttp3	lib
akonadiconsole	ngtcp2	lib
akonadiconsole	ocl-icd	lib
akonadiconsole	openjpeg	lib
akonadiconsole	openssl	lib
akonadiconsole	openssl-solibs	lib
akonadiconsole	opus	lib
akonadiconsole	p11-kit	lib
akonadiconsole	pango	lib
akonadiconsole	pcre2	lib
akonadiconsole	pimcommon	linked
akonadiconsole	pixman	lib
akonadiconsole	prison	lib
akonadiconsole	pulseaudio	lib
akonadiconsole	purpose	lib
akonadiconsole	qgpgme	linked
akonadiconsole	qrencode	lib
akonadiconsole	qt6	linked
akonadiconsole	qtkeychain	lib
akonadiconsole	samba	lib
akonadiconsole	solid	lib
akonadiconsole	sonnet	linked
akonadiconsole	speex	lib
akonadiconsole	syndication	lib
akonadiconsole	syntax-highlighting	linked
akonadiconsole	talloc	lib
akonadiconsole	tevent	lib
akonadiconsole	util-linux	lib
akonadiconsole	wayland	lib
akonadiconsole	xapian-core	linked
akonadiconsole	xcb-util-keysyms	lib
akonadiconsole	zint	lib
akonadiconsole	zxing-cpp	lib
akregator	aaa_glibc-solibs	linked
akregator	aaa_libraries	linked
akregator	akonadi	linked
akregator	akonadi-contacts	lib
akregator	akonadi-mime	linked
akregator	aom	lib
akregator	attica	lib
akregator	breeze-icons	lib
akregator	brotli	lib
akregator	cairo	lib
akregator	cyrus-sasl	lib
akregator	dav1d	lib
akregator	dbus	lib
akregator	duktape	lib
akregator	e2fsprogs	lib
akregator	ffmpeg	lib
akregator	flac	lib
akregator	fontconfig	lib
akregator	freetype	lib
akregator	fribidi	lib
akregator	gdk-pixbuf2	lib
akregator	glib2	lib
akregator	gnutls	lib
akregator	gpgme	linked
akregator	gpgmepp	linked
akregator	grantleetheme	linked
akregator	graphite2	lib
akregator	harfbuzz	lib
akregator	icu4c	lib
akregator	jansson	lib
akregator	karchive	lib
akregator	kbookmarks	lib
akregator	kcmutils	linked
akregator	kcodecs	linked
akregator	kcolorscheme	linked
akregator	kcompletion	linked
akregator	kconfig	linked
akregator	kconfigwidgets	linked
akregator	kcontacts	linked
akregator	kcoreaddons	linked
akregator	kcrash	linked
akregator	kglobalaccel	lib
akregator	kguiaddons	linked
akregator	ki18n	linked
akregator	kiconthemes	linked
akregator	kidentitymanagement	lib
akregator	kio	linked
akregator	kitemmodels	linked
akregator	kitemviews	lib
akregator	kjobwidgets	linked
akregator	kmbox	lib
akregator	kmime	linked
akregator	knewstuff	lib
akregator	knotifications	linked
akregator	knotifyconfig	linked
akregator	kontactinterface	linked
akregator	kpackage	lib
akregator	kparts	linked
akregator	kpimtextedit	lib
akregator	kservice	linked
akregator	kstatusnotifieritem	linked
akregator	ktextaddons	linked
akregator	ktexttemplate	linked
akregator	ktextwidgets	lib
akregator	kwidgetsaddons	linked
akregator	kwindowsystem	lib
akregator	kxmlgui	linked
akregator	lame	lib
akregator	lcms2	lib
akregator	libX11	lib
akregator	libXau	lib
akregator	libXcomposite	lib
akregator	libXdamage	lib
akregator	libXdmcp	lib
akregator	libXext	lib
akregator	libXfixes	lib
akregator	libXi	lib
akregator	libXrandr	lib
akregator	libXrender	lib
akregator	libXtst	lib
akregator	libassuan	lib
akregator	libasyncns	lib
akregator	libbluray	lib
akregator	libcanberra	lib
akregator	libdeflate	lib
akregator	libdmtx	lib
akregator	libdrm	lib
akregator	libgcrypt	lib
akregator	libglvnd	linked
akregator	libgravatar	lib
akregator	libimobiledevice	lib
akregator	libimobiledevice-glue	lib
akregator	libkdepim	linked
akregator	libkleo	linked
akregator	libogg	lib
akregator	libplist	lib
akregator	libproxy	lib
akregator	librsvg	lib
akregator	libsndfile	lib
akregator	libssh	lib
akregator	libtheora	lib
akregator	liburing	lib
akregator	libusbmuxd	lib
akregator	libva	lib
akregator	libvdpau	lib
akregator	libvorbis	lib
akregator	libvpx	lib
akregator	libwebp	lib
akregator	libxcb	lib
akregator	libxkbfile	lib
akregator	libxml2	lib
akregator	libxslt	lib
akregator	mesa	lib
akregator	messagelib	linked
akregator	mozilla-nss	lib
akregator	mpg123	lib
akregator	nettle	lib
akregator	nghttp2	lib
akregator	nghttp3	lib
akregator	ngtcp2	lib
akregator	ocl-icd	lib
akregator	openjpeg	lib
akregator	openssl	lib
akregator	openssl-solibs	lib
akregator	opus	lib
akregator	p11-kit	lib
akregator	pango	lib
